"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"32",1.48078203330495e-07,0.00036724817059001,-9.5335674595388e-08,0.0661380265881797,0.0741551880462882,0.0847232204667005,0.00436988624957208,0.140364711723975,0.00717085515105374,0.066829187796631,0.203110460997381,0.160912743891425,53,343,0
"33",-1.5761570948424e-06,0.000353832945654869,7.71180768731053e-07,0.0676970622663555,0.0820718092687922,0.0798637102165392,0.00458079361844293,0.131926799525577,0.00637242871711986,0.0667958421337491,0.125338049319158,0.110654390199957,44,891,8
"34",1.60035845242885e-07,0.000336253675001575,9.23996740125769e-07,0.0661068148469897,0.0674514773854022,0.082117138114387,0.00436576646971672,0.117611686051737,0.00673733491770097,0.0666402810110557,0.0993289991362327,0.107744468111757,54,975,11
"35",1.69610575857223e-06,0.000114700911659944,1.69610575857223e-06,0.0661843892232327,0.0591208024203516,0.0661843892232327,0.00437886977821976,0.0166480731451697,0.00437886977821976,0.0665902330004374,0.0597518931853138,0.0665902330004374,53,489,53
"36",1.2177671860693e-06,1.2177671860693e-06,1.2177671860693e-06,0.0652044247120881,0.0652044247120881,0.0652044247120881,0.00424884834195181,0.00424884834195181,0.00424884834195181,0.0667280164132616,0.0667280164132616,0.0667280164132616,36,36,36
"37",1.57433431118216e-06,1.68776027973073e-06,1.58032729717776e-06,0.0658079704309988,0.0653401668179809,0.0658113264873321,0.00432883681179834,0.0042679165971636,0.0043292969976944,0.0668015171162381,0.0658985619090542,0.0667839002062738,607,615,609
"38",5.32669281944106e-07,-1.73256171951017e-07,5.3200971944689e-07,0.0659338884167144,0.0624074827251412,0.0659458378990282,0.00434321410066992,0.00389082922388984,0.00434478771701028,0.0667731156722979,0.0636538182987333,0.0667558799941199,606,650,607
"39",7.95227007693726e-07,7.25314949064712e-07,7.95968846205293e-07,0.0658504969007297,0.0622412303526072,0.0658457631328802,0.00433258404012472,0.00387062286682585,0.00433196242443293,0.0668387195115824,0.0610624572890155,0.0668354498193127,614,698,615
"40",-1.85656838726073e-06,-1.48395404598139e-06,-1.85854565766265e-06,0.0669147137446401,0.0583053563018588,0.0669196350746896,0.00447654818278817,0.0033983171785238,0.00447721351293271,0.0667622973434926,0.0587046573100298,0.066763335091788,604,719,604
"41",-2.58133903358048e-06,-1.61177568816745e-06,-2.58133903358048e-06,0.0686191079735778,0.0610680303950574,0.0686191079735778,0.00471053670831673,0.0037281728528643,0.00471053670831673,0.0668595991835544,0.0586166192220784,0.0668595991835544,583,692,583
"42",3.92607836528803e-07,3.92607836528803e-07,3.92607836528803e-07,0.0675367959695926,0.0675367959695926,0.0675367959695926,0.00455681173194185,0.00455681173194185,0.00455681173194185,0.0668851454850912,0.0668851454850912,0.0668851454850912,615,615,615
"43",1.4854931260782e-06,-5.38429247569425e-05,1.63023245194292e-06,0.0659924548614284,0.0687041073607502,0.0719116895155362,0.00435285578436666,0.00761459466025104,0.00516877745573726,0.0667896655076512,0.091671581032062,0.0903622489433277,626,120,369
"44",-5.67968637559431e-06,0.000185346330050773,-8.03281707832362e-06,0.0646895311090666,0.0707587520474201,0.0796719124226106,0.00421280953700089,0.0393550562536071,0.00640579216566088,0.0668165998907203,0.108545425528372,0.109654820915086,599,948,177
"45",3.06070717173448e-06,-0.000176457298721499,3.32649838005378e-06,0.0669727018374499,0.0752901837590709,0.0705684120369425,0.00449022537700767,0.0368001214307925,0.00498598646811077,0.066745298683931,0.0980553330036528,0.0885106039324455,633,15,398
"46",-2.30853429610969e-06,0.000266237282815088,-5.41414932223418e-07,0.0662976293600884,0.0657764473971407,0.0786494104960645,0.0043963096137052,0.0752045052519177,0.00617983717173592,0.0668498816182421,0.0936019240037145,0.104248313471775,614,999,254
"47",2.61175754892398e-06,0.000183689387275831,2.61175754892398e-06,0.064915439139819,0.061544640882737,0.064915439139819,0.00421662150197118,0.0375257460763339,0.00421662150197118,0.0665970806189157,0.0630540544842786,0.0665970806189157,636,1000,636
"48",-4.9647785359009e-07,-4.9647785359009e-07,-4.9647785359009e-07,0.067997421795111,0.067997421795111,0.067997421795111,0.00461927221167057,0.00461927221167057,0.00461927221167057,0.0667632740667017,0.0667632740667017,0.0667632740667017,612,612,612
"49",-1.00854362353157e-06,-8.49840295825186e-07,-1.01222030034937e-06,0.06824036411674,0.0677580631100708,0.0682351343081885,0.00465310770773104,0.00458728618984031,0.0046524021104389,0.0673652104787868,0.0668278051364192,0.0673576219737445,45,49,46
"50",-8.57912997921489e-07,-1.30138896282158e-06,-8.60143972463681e-07,0.0648203438104366,0.0627875407031243,0.0648174968696283,0.0041982113094435,0.0039400266055115,0.0041978464401972,0.0674763778231364,0.0655016796041872,0.0674927607155831,50,48,50
"51",1.22710178514718e-06,4.36777546386644e-07,1.21533867269569e-06,0.0642633917715955,0.0612979649078366,0.0642595458664676,0.0041271595172587,0.00375387383596555,0.00412663699381903,0.067455368534179,0.0634493326574238,0.0674494441514116,44,42,44
"52",-1.6383445787902e-07,5.0201925829838e-07,-1.67801211553874e-07,0.0675173777832816,0.0618752121637593,0.067515712922465,0.00455406454815724,0.00382496536176562,0.00455384127718388,0.0674016332026071,0.0614718385608619,0.0674020350965609,58,55,57
"53",3.17831193294335e-07,9.14470152064545e-07,3.17831193294335e-07,0.0660841304519292,0.0593166131205832,0.0660841304519292,0.00436284620195744,0.00351577838716386,0.00436284620195744,0.0674760164638314,0.0606421476570967,0.0674760164638314,43,48,43
"54",1.42240652781554e-06,1.42240652781554e-06,1.42240652781554e-06,0.0665050611320219,0.0665050611320219,0.0665050611320219,0.00442052347334816,0.00442052347334816,0.00442052347334816,0.0675258843982915,0.0675258843982915,0.0675258843982915,41,41,41
"55",-1.00627908433165e-06,3.76605308745017e-05,-1.7210771384086e-06,0.0662630456005208,0.0674397347374489,0.0687157859183959,0.00438741301864001,0.00596188528938531,0.00472009948166479,0.0674021919170232,0.0875758067886492,0.086810830637415,47,21,14
"56",-3.21718790158894e-06,-9.70547986999009e-05,-3.83299033803885e-06,0.0675677622340368,0.0683161983612635,0.0698359982937849,0.00457118738881614,0.0140820698062553,0.00488688140596334,0.0673558785271011,0.0881288936250584,0.0880739190488215,53,138,20
"57",-2.08714448141458e-06,-4.88333500129353e-05,-2.57370507290602e-06,0.0667641326981061,0.0699855291251016,0.07179733094012,0.00445734813760169,0.00727777238611937,0.00515632583119729,0.0673322502768792,0.0883976179305732,0.0977951607099972,52,39,9
"58",7.54245505854813e-08,0.000194695861943355,7.3919512339933e-07,0.0668039603552597,0.0809001431883572,0.0969274601077386,0.00445831203889079,0.0444447669925949,0.00938608399984479,0.0674652242473631,0.121150094301666,0.141033457862748,44,294,3
"59",2.64740495973588e-06,9.84793755291984e-05,2.64740495973588e-06,0.069267712007708,0.0753277157823179,0.069267712007708,0.00480022666387682,0.0153667779048376,0.00480022666387682,0.0674193868241669,0.0692239442882358,0.0674193868241669,61,317,61
"60",-3.69185480923907e-06,-3.69185480923907e-06,-3.69185480923907e-06,0.0683302981220044,0.0683302981220044,0.0683302981220044,0.00467799040373306,0.00467799040373306,0.00467799040373306,0.0674311917471814,0.0674311917471814,0.0674311917471814,54,54,54
"61",3.57631668839438e-06,3.42372346483052e-06,3.58337693322793e-06,0.0662106414146765,0.0652874476026211,0.0662030946636625,0.00439225522856202,0.00426991024601416,0.00439130748354839,0.0674126569153516,0.0668702241504225,0.0673955318744549,627,636,627
"62",-3.97233606533663e-06,-3.58332126930748e-06,-3.97511309261707e-06,0.0676798666933948,0.0658487436688227,0.0676808130856529,0.00459176324509604,0.00434456117703863,0.00459191329157425,0.0675139567023082,0.0655270488555517,0.0674976519124822,565,617,567
"63",-5.73976983318102e-07,-1.0233281819459e-06,-5.72516928955539e-07,0.0652457495106881,0.0614109276716344,0.0652459857983168,0.00425308027095963,0.00376857793602118,0.00425310939976531,0.0674272291333052,0.0634468510346086,0.0674234772355187,603,661,604
"64",-2.30708624925237e-06,-2.30051986045776e-06,-2.30626898997904e-06,0.0688067252681067,0.0628697578827195,0.0688101146952362,0.00473495372364007,0.0039539462414039,0.00473541592914133,0.0674005595484132,0.0614353768889884,0.0673989764930622,584,656,583
"65",-1.99217773312818e-06,-2.14476564556154e-06,-1.99217773312818e-06,0.0661490905704177,0.0608478033166607,0.0661490905704177,0.00437529525323041,0.00370335273296894,0.00437529525323041,0.0674345725464086,0.060593268304812,0.0674345725464086,603,683,603
"66",1.10232156544599e-06,1.10232156544599e-06,1.10232156544599e-06,0.0666744381092549,0.0666744381092549,0.0666744381092549,0.00444225032932133,0.00444225032932133,0.00444225032932133,0.0675091206299569,0.0675091206299569,0.0675091206299569,616,616,616
"67",7.43439148058005e-07,-7.2154208043177e-05,-4.28344443008079e-07,0.0694225625003887,0.0950855606550427,0.0978657126722662,0.00481522539370314,0.0142384523195768,0.00956830349809556,0.0673080860580027,0.141633135068021,0.14324096837193,607,17,96
"68",-2.16990411134842e-07,0.000160696813195984,1.76051485291946e-08,0.0689243489669863,0.0729471340326388,0.0775969291300801,0.00474586239948091,0.0311394288505572,0.0060152624369495,0.0675447734559674,0.118644423756916,0.110304722000253,590,864,187
"69",9.31283255308447e-08,9.44304312143035e-05,2.7130222690464e-08,0.0658497607668757,0.067498078284115,0.0660573013364439,0.00433186347494672,0.0134685409207958,0.00435920422884288,0.0673688456094586,0.0709909363586633,0.0706730338473142,600,935,572
"70",6.49750102710051e-08,5.67435864146072e-05,6.79652420737667e-08,0.0649223537770555,0.0605691448904698,0.0649242329144219,0.00421070132968515,0.00688478729064196,0.00421094548278071,0.0673841040054365,0.0620378769192729,0.0674270162372854,612,928,612
"71",-1.47384344871518e-06,-0.000111969974905097,-1.47384344871518e-06,0.065108308626916,0.0712015377515335,0.065108308626916,0.00423702497491681,0.0176018645994528,0.00423702497491681,0.0673342127557176,0.0684402649616414,0.0673342127557176,615,92,615
"72",2.39787218136462e-06,2.39787218136462e-06,2.39787218136462e-06,0.0660018354258306,0.0660018354258306,0.0660018354258306,0.00435763582829701,0.00435763582829701,0.00435763582829701,0.0674720394626258,0.0674720394626258,0.0674720394626258,623,623,623
"73",-1.77562388737392e-06,-1.64125309402394e-06,-1.79578311347658e-06,0.0628247663307014,0.0617492860796967,0.0628321520761853,0.00394615715343213,0.00381185506873952,0.00394715629218099,0.0607989323600507,0.0592846027380533,0.0607888960384824,66,69,66
"74",-2.67835115441599e-06,-1.83035311410984e-06,-2.68553635441032e-06,0.0595840658178021,0.0556901541057255,0.0595935893070946,0.00355388420338716,0.00310164206357747,0.00355505659612702,0.060782733684735,0.0561114772888323,0.0607725441989481,40,48,39
"75",-1.34096744736437e-06,-4.05044578165571e-07,-1.34250771801303e-06,0.0596718325850569,0.052929290139252,0.0596761735843304,0.00355896507014989,0.00279887230600078,0.0035594867749464,0.0608899961444824,0.0532091669875031,0.0608905184337539,49,43,49
"76",2.52748641917469e-06,1.73711118931876e-06,2.52661811790627e-06,0.060857537938617,0.0524037904451447,0.060854546059797,0.00370632447162537,0.00274642865104968,0.00370595629948155,0.0607912299223721,0.0514756618623004,0.060784311491804,51,57,50
"77",-8.2265877130654e-07,-1.853193169355e-06,-8.2265877130654e-07,0.0606968214461336,0.0532447374456557,0.0606968214461336,0.00368109679698417,0.00283560138851409,0.00368109679698417,0.0608275398363391,0.0527004381864995,0.0608275398363391,43,43,43
"78",-1.20628205812934e-06,-1.20628205812934e-06,-1.20628205812934e-06,0.0595110068813347,0.0595110068813347,0.0595110068813347,0.003539473496494,0.003539473496494,0.003539473496494,0.0609056406488199,0.0609056406488199,0.0609056406488199,51,51,51
"79",2.19136252951224e-06,-0.00010275244020998,1.40870026890985e-06,0.0598403152311757,0.0587324780360039,0.060704415302636,0.00358208453337526,0.0140041184413789,0.0036833254476453,0.0609127084859862,0.124648223443147,0.125542649669241,41,10,1
"80",-2.60756502788873e-06,-0.00023860148471472,-2.70109658864987e-06,0.0601068724296435,0.0615079240801096,0.0608336923710376,0.00361602267253483,0.0607101100079886,0.00370433331214776,0.0609576326889266,0.0956973584179562,0.088662805731096,46,789,3
"81",-2.45545953923386e-07,-0.000348978550375586,-2.59471648573099e-08,0.0595826854698593,0.0730860589979328,0.0605734230003646,0.00354660660420787,0.127122259070075,0.00366547110766248,0.0607999199263346,0.0984679874867964,0.0878443323647661,45,975,5
"82",-1.43173478180397e-06,0.000137722644693887,-1.43644914342068e-06,0.0621889147473781,0.0819138977954705,0.0621959735661803,0.00386564352082464,0.0256707036268734,0.00386653417485879,0.0609621349253668,0.0711740658400459,0.0612691834245135,53,498,52
"83",-1.79717059483984e-07,-0.000118206721676999,-1.79717059483984e-07,0.0594452571451662,0.0509252176256638,0.0594452571451662,0.00353023715667935,0.0165636134620546,0.00353023715667935,0.060883453752924,0.0541990197374797,0.060883453752924,52,599,52
"84",1.53419313634686e-06,1.53419313634686e-06,1.53419313634686e-06,0.0609500121231233,0.0609500121231233,0.0609500121231233,0.00371354282241068,0.00371354282241068,0.00371354282241068,0.0608975551170903,0.0608975551170903,0.0608975551170903,55,55,55
"85",3.26897965020874e-06,3.10590349896337e-06,3.25184928484157e-06,0.0607659168170038,0.0594494846214736,0.0607757205704649,0.0036994903779179,0.00354035361708194,0.00370056904641969,0.060844181247319,0.0593240298450649,0.0608210972825734,706,726,706
"86",1.04165946763759e-06,1.35321830573137e-06,1.0384247338773e-06,0.0603604006572407,0.0552737241133894,0.0603438965287837,0.00364081964398165,0.00305396059256869,0.00363882278835621,0.0609024764209723,0.0562316582509142,0.060888538226594,689,759,689
"87",2.31094045471946e-08,3.47223501674522e-07,2.06817395721963e-08,0.0608432778394131,0.0535199686353024,0.0608446553014022,0.00369820308783035,0.00286164321984115,0.00369837043440205,0.0608191590904358,0.0531575034626781,0.06081415256777,682,794,682
"88",-1.89175798026404e-06,-4.92799221440179e-07,-1.89135634198015e-06,0.059607376458373,0.0505843751708497,0.0596012206981112,0.00355306503717784,0.0025564630834865,0.0035523304320086,0.0608794181642532,0.0515641157386468,0.06087799611761,680,823,680
"89",-1.60169949410169e-06,-1.25336748672757e-06,-1.60169949410169e-06,0.0605404947077006,0.0513931769973201,0.0605404947077006,0.00366405178922308,0.00264018831329278,0.00366405178922308,0.0607528573431152,0.0526524710389218,0.0607528573431152,684,814,684
"90",-6.4139233901544e-07,-6.4139233901544e-07,-6.4139233901544e-07,0.061872750796341,0.061872750796341,0.061872750796341,0.00382482043794755,0.00382482043794755,0.00382482043794755,0.0609519906345423,0.0609519906345423,0.0609519906345423,677,677,677
"91",1.02768037790487e-06,0.000169352621792678,1.65409423463627e-06,0.061041647527019,0.061466837656513,0.0622322808589316,0.00372341277703914,0.0324547044674145,0.0038717199518611,0.0607615669493832,0.122370670145853,0.111910933978186,697,892,142
"92",1.46631929928497e-07,-0.000187660724812744,2.17217976950393e-07,0.0608682597879961,0.062437847436217,0.0620659069950053,0.00370126160549224,0.0391111339449204,0.00384837181795105,0.0609511548883082,0.0842587595803171,0.0770413610566561,698,24,495
"93",2.49943923525536e-07,-7.60642175854293e-05,7.26832006022536e-07,0.0601090623508328,0.053402850834089,0.0612708136415981,0.00360954874928451,0.00863477780961427,0.00375088677646412,0.0608343481813824,0.127531596143659,0.147407266749374,699,0,16
"94",2.86608691514109e-06,-0.000181511102605331,2.62421164912231e-06,0.0585891704661434,0.0496252743177636,0.0600537216609254,0.00343747265922004,0.035406485552265,0.00360972952262197,0.0609700121540156,0.0651368076098593,0.0731160677269089,714,27,559
"95",-3.90176271552308e-07,-9.69099035331283e-05,-3.90176271552308e-07,0.0583518621284061,0.0523213547111422,0.0583518621284061,0.00340168711156155,0.0121263160374506,0.00340168711156155,0.0608338246322876,0.0536879428834483,0.0608338246322876,697,164,697
"96",1.19526775017503e-06,1.19526775017503e-06,1.19526775017503e-06,0.0607433273953081,0.0607433273953081,0.0607433273953081,0.00368749073622514,0.00368749073622514,0.00368749073622514,0.0608740191275398,0.0608740191275398,0.0608740191275398,693,693,693
"97",2.78446124800702e-06,2.84074433378436e-06,2.77549272847231e-06,0.0680292584414397,0.0674319764622079,0.0680300067885054,0.00463110524852975,0.00455059420652009,0.00463115710170625,0.0665766706226939,0.0656936367638634,0.0665802657905511,60,59,60
"98",-8.21590630144534e-07,-1.37304568840537e-06,-8.24219992698028e-07,0.0658811617186565,0.0633689658003028,0.0658975091806407,0.00433666215309392,0.00401349545523579,0.00433881857309278,0.0664545231363909,0.0632549046880701,0.0664421684799441,41,46,41
"99",-5.75715327657473e-07,1.07202955078035e-06,-5.66355541285023e-07,0.0685093393650551,0.0620179448213727,0.0685089049303599,0.00468916749879455,0.00384352850174471,0.00468909734330149,0.0664909545824518,0.0606149432004813,0.0664707789029524,63,54,64
"100",-1.07120670653902e-07,-1.19299391272201e-07,-1.05941795607736e-07,0.066419001971818,0.0586196746376932,0.0664150299872255,0.00440708381394751,0.00343284422071913,0.0044065564756599,0.0665229122105312,0.0584030048965816,0.0665140357606378,47,53,47
"101",1.21475409237672e-06,1.69848220895264e-06,1.21475409237672e-06,0.0629206640056676,0.0550273702337652,0.0629206640056676,0.00395652657646014,0.00302786830518316,0.00395652657646014,0.0665208008774546,0.0582361672934394,0.0665208008774546,37,42,37
"102",-4.39955254829649e-07,-4.39955254829649e-07,-4.39955254829649e-07,0.0648057368009958,0.0648057368009958,0.0648057368009958,0.00419577729942387,0.00419577729942387,0.00419577729942387,0.0665561014651959,0.0665561014651959,0.0665561014651959,46,46,46
"103",-1.6289681239417e-07,0.000223974083904231,-3.66587925535757e-07,0.0655959437441689,0.0764232896534939,0.0835284120500695,0.00429855154322397,0.0559990689429997,0.00697015301069372,0.0665872152283527,0.172887500896175,0.15604148568864,51,65,0
"104",2.76069830527571e-07,8.48552269250459e-05,-3.14296719159729e-07,0.0677508473046451,0.0793319156102286,0.0835753084220162,0.00458566334773816,0.0134876688180551,0.00697794612808498,0.0666011639933706,0.11221860183007,0.122133599161463,51,44,2
"105",-7.22504511737087e-07,-7.00549247047791e-05,-7.25218102837095e-07,0.0647357911552686,0.0610471368690538,0.0647341573654565,0.00418705394661154,0.00863071864238133,0.00418684655998256,0.0665291392025423,0.0618745138456608,0.0665353333075334,39,211,39
"106",7.57861486061005e-07,1.35484691892631e-06,7.5049899447561e-07,0.0654264386306134,0.0552905592355476,0.065437734559355,0.00427691260704559,0.00305582450481274,0.00427837825589705,0.0663746389980574,0.0583633132703688,0.0665410355083815,45,36,44
"107",-7.47302404876618e-07,-0.000127553096617877,-7.47302404876618e-07,0.0624100625685323,0.0766076249101965,0.0624100625685323,0.00389167935478265,0.0221326519229965,0.00389167935478265,0.0665994030594056,0.0704395519357738,0.0665994030594056,37,445,37
"108",1.8693066644455e-07,1.8693066644455e-07,1.8693066644455e-07,0.0666840828480875,0.0666840828480875,0.0666840828480875,0.00444235508145936,0.00444235508145936,0.00444235508145936,0.0665686993969079,0.0665686993969079,0.0665686993969079,47,47,47
"109",1.76257127214346e-06,1.60638053013561e-06,1.76488768225082e-06,0.0672607374950251,0.066242834323429,0.0672619449807211,0.00452258945905569,0.00438630544450966,0.00452275990187794,0.0666302819817999,0.0657505813001324,0.0666390456169859,619,625,618
"110",2.98428122671398e-06,2.87231516053461e-06,2.98562028860949e-06,0.0678405466949908,0.063298226081478,0.0678364630062255,0.00460664337053947,0.00401090895401828,0.00460609785598956,0.0666115739232782,0.0634517995926169,0.0666167111286218,623,684,623
"111",1.66742762072592e-06,2.66022000189714e-07,1.66282742593522e-06,0.0676886398684841,0.0605821021442704,0.06768628334474,0.00457995053014844,0.00366659167682318,0.00457961651511984,0.0665174051632041,0.0606296972594157,0.0665238357413591,628,708,628
"112",-4.48886411283973e-07,-2.17009436609344e-06,-4.51159986742157e-07,0.0665266575632476,0.05780904766177,0.0665276996357822,0.00442157186938131,0.00334325341512699,0.00442171242934366,0.0664818031487675,0.0582995576327353,0.0664792634273832,607,729,607
"113",2.19876744092212e-06,2.01778791686517e-06,2.19876744092212e-06,0.0655316721188876,0.0568510772338562,0.0655316721188876,0.00429494022890594,0.00323288440574469,0.00429494022890594,0.0664923855419816,0.0582089358115503,0.0664923855419816,628,745,628
